ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_STATE_ABR,DEST_STATE_NM,YEAR,MONTH,DEPARTURES_PERFORMED
PA,Pennsylvania,MN,Minnesota,2024,12,271.0
PA,Pennsylvania,MO,Missouri,2024,12,216.0
PA,Pennsylvania,MS,Mississippi,2024,12,2.0
PA,Pennsylvania,NC,North Carolina,2024,12,1502.0
PA,Pennsylvania,NH,New Hampshire,2024,12,109.0
PA,Pennsylvania,NJ,New Jersey,2024,12,264.0
PA,Pennsylvania,NV,Nevada,2024,12,205.0
PA,Pennsylvania,NY,New York,2024,12,930.0
PA,Pennsylvania,OH,Ohio,2024,12,306.0
PA,Pennsylvania,OK,Oklahoma,2024,12,1.0
PA,Pennsylvania,PA,Pennsylvania,2024,12,1124.0
PA,Pennsylvania,PR,Puerto Rico,2024,12,163.0
PA,Pennsylvania,RI,Rhode Island,2024,12,99.0
PA,Pennsylvania,SC,South Carolina,2024,12,312.0
PA,Pennsylvania,TN,Tennessee,2024,12,610.0
PA,Pennsylvania,TX,Texas,2024,12,915.0
PA,Pennsylvania,UT,Utah,2024,12,99.0
PA,Pennsylvania,VA,Virginia,2024,12,1128.0
PA,Pennsylvania,VI,U.S. Virgin Islands,2024,12,13.0
PA,Pennsylvania,VT,Vermont,2024,12,84.0
PA,Pennsylvania,WA,Washington,2024,12,113.0
PA,Pennsylvania,WI,Wisconsin,2024,12,90.0
PA,Pennsylvania,WV,West Virginia,2024,12,16.0
PR,Puerto Rico,AL,Alabama,2024,12,1.0
PR,Puerto Rico,AR,Arkansas,2024,12,4.0
PR,Puerto Rico,CO,Colorado,2024,12,31.0
PR,Puerto Rico,CT,Connecticut,2024,12,110.0
PR,Puerto Rico,DE,Delaware,2024,12,9.0
PR,Puerto Rico,FL,Florida,2024,12,1555.0
PR,Puerto Rico,GA,Georgia,2024,12,202.0
PR,Puerto Rico,IL,Illinois,2024,12,147.0
PR,Puerto Rico,KS,Kansas,2024,12,1.0
PR,Puerto Rico,KY,Kentucky,2024,12,167.0
PR,Puerto Rico,LA,Louisiana,2024,12,13.0
PR,Puerto Rico,MA,Massachusetts,2024,12,184.0
PR,Puerto Rico,MD,Maryland,2024,12,131.0
PR,Puerto Rico,ME,Maine,2024,12,1.0
PR,Puerto Rico,MI,Michigan,2024,12,43.0
PR,Puerto Rico,MN,Minnesota,2024,12,40.0
PR,Puerto Rico,MO,Missouri,2024,12,4.0
PR,Puerto Rico,NC,North Carolina,2024,12,187.0
PR,Puerto Rico,ND,North Dakota,2024,12,1.0
PR,Puerto Rico,NJ,New Jersey,2024,12,276.0
PR,Puerto Rico,NY,New York,2024,12,488.0
PR,Puerto Rico,OH,Ohio,2024,12,15.0
PR,Puerto Rico,PA,Pennsylvania,2024,12,167.0
PR,Puerto Rico,PR,Puerto Rico,2024,12,2341.0
PR,Puerto Rico,RI,Rhode Island,2024,12,30.0
PR,Puerto Rico,SC,South Carolina,2024,12,12.0
PR,Puerto Rico,TN,Tennessee,2024,12,63.0
PR,Puerto Rico,TX,Texas,2024,12,225.0
PR,Puerto Rico,VA,Virginia,2024,12,75.0
PR,Puerto Rico,VI,U.S. Virgin Islands,2024,12,653.0
RI,Rhode Island,AZ,Arizona,2024,12,1.0
RI,Rhode Island,CA,California,2024,12,1.0
RI,Rhode Island,CO,Colorado,2024,12,16.0
RI,Rhode Island,CT,Connecticut,2024,12,6.0
RI,Rhode Island,FL,Florida,2024,12,523.0
RI,Rhode Island,GA,Georgia,2024,12,98.0
RI,Rhode Island,IL,Illinois,2024,12,126.0
RI,Rhode Island,IN,Indiana,2024,12,15.0
RI,Rhode Island,KY,Kentucky,2024,12,36.0
RI,Rhode Island,MA,Massachusetts,2024,12,49.0
RI,Rhode Island,MD,Maryland,2024,12,154.0
RI,Rhode Island,MI,Michigan,2024,12,75.0
RI,Rhode Island,NC,North Carolina,2024,12,178.0
RI,Rhode Island,NJ,New Jersey,2024,12,71.0
RI,Rhode Island,NY,New York,2024,12,24.0
RI,Rhode Island,PA,Pennsylvania,2024,12,103.0
RI,Rhode Island,PR,Puerto Rico,2024,12,30.0
RI,Rhode Island,RI,Rhode Island,2024,12,537.0
RI,Rhode Island,SC,South Carolina,2024,12,51.0
RI,Rhode Island,TN,Tennessee,2024,12,3.0
RI,Rhode Island,TX,Texas,2024,12,1.0
RI,Rhode Island,UT,Utah,2024,12,1.0
RI,Rhode Island,VA,Virginia,2024,12,316.0
RI,Rhode Island,VI,U.S. Virgin Islands,2024,12,1.0
RI,Rhode Island,VT,Vermont,2024,12,1.0
SC,South Carolina,AK,Alaska,2024,12,3.0
SC,South Carolina,AL,Alabama,2024,12,2.0
SC,South Carolina,CA,California,2024,12,9.0
SC,South Carolina,CO,Colorado,2024,12,79.0
SC,South Carolina,CT,Connecticut,2024,12,63.0
SC,South Carolina,FL,Florida,2024,12,355.0
SC,South Carolina,GA,Georgia,2024,12,813.0
SC,South Carolina,IL,Illinois,2024,12,377.0
SC,South Carolina,KS,Kansas,2024,12,3.0
SC,South Carolina,KY,Kentucky,2024,12,76.0
SC,South Carolina,LA,Louisiana,2024,12,20.0
SC,South Carolina,MA,Massachusetts,2024,12,132.0
SC,South Carolina,MD,Maryland,2024,12,232.0
SC,South Carolina,ME,Maine,2024,12,9.0
SC,South Carolina,MI,Michigan,2024,12,166.0
SC,South Carolina,MN,Minnesota,2024,12,32.0
SC,South Carolina,MO,Missouri,2024,12,1.0
SC,South Carolina,MS,Mississippi,2024,12,8.0
SC,South Carolina,NC,North Carolina,2024,12,1148.0
SC,South Carolina,NH,New Hampshire,2024,12,11.0
SC,South Carolina,NJ,New Jersey,2024,12,256.0
SC,South Carolina,NY,New York,2024,12,635.0
SC,South Carolina,OH,Ohio,2024,12,28.0
SC,South Carolina,PA,Pennsylvania,2024,12,299.0
SC,South Carolina,RI,Rhode Island,2024,12,50.0
SC,South Carolina,SC,South Carolina,2024,12,50.0
SC,South Carolina,TN,Tennessee,2024,12,173.0
SC,South Carolina,TX,Texas,2024,12,428.0
SC,South Carolina,VA,Virginia,2024,12,625.0
SC,South Carolina,WA,Washington,2024,12,30.0
SC,South Carolina,WV,West Virginia,2024,12,2.0
SD,South Dakota,AL,Alabama,2024,12,1.0
SD,South Dakota,AZ,Arizona,2024,12,96.0
SD,South Dakota,CA,California,2024,12,16.0
SD,South Dakota,CO,Colorado,2024,12,416.0
SD,South Dakota,FL,Florida,2024,12,44.0
SD,South Dakota,GA,Georgia,2024,12,31.0
SD,South Dakota,IA,Iowa,2024,12,1.0
SD,South Dakota,IL,Illinois,2024,12,229.0
SD,South Dakota,KY,Kentucky,2024,12,25.0
SD,South Dakota,MN,Minnesota,2024,12,298.0
SD,South Dakota,MO,Missouri,2024,12,3.0
SD,South Dakota,MT,Montana,2024,12,17.0
SD,South Dakota,ND,North Dakota,2024,12,7.0
SD,South Dakota,NV,Nevada,2024,12,34.0
SD,South Dakota,OH,Ohio,2024,12,2.0
SD,South Dakota,OK,Oklahoma,2024,12,1.0
SD,South Dakota,PA,Pennsylvania,2024,12,1.0
SD,South Dakota,SD,South Dakota,2024,12,158.0
SD,South Dakota,TN,Tennessee,2024,12,30.0
SD,South Dakota,TX,Texas,2024,12,179.0
SD,South Dakota,WA,Washington,2024,12,1.0
TN,Tennessee,AK,Alaska,2024,12,153.0
TN,Tennessee,AL,Alabama,2024,12,110.0
TN,Tennessee,AR,Arkansas,2024,12,72.0
TN,Tennessee,AZ,Arizona,2024,12,353.0
TN,Tennessee,CA,California,2024,12,821.0
TN,Tennessee,CO,Colorado,2024,12,588.0
TN,Tennessee,CT,Connecticut,2024,12,63.0
TN,Tennessee,FL,Florida,2024,12,2023.0
TN,Tennessee,GA,Georgia,2024,12,1399.0
TN,Tennessee,HI,Hawaii,2024,12,60.0
TN,Tennessee,IA,Iowa,2024,12,49.0
TN,Tennessee,ID,Idaho,2024,12,16.0
TN,Tennessee,IL,Illinois,2024,12,1156.0
TN,Tennessee,IN,Indiana,2024,12,127.0
TN,Tennessee,KS,Kansas,2024,12,20.0
TN,Tennessee,KY,Kentucky,2024,12,215.0
TN,Tennessee,LA,Louisiana,2024,12,211.0
TN,Tennessee,MA,Massachusetts,2024,12,313.0
TN,Tennessee,MD,Maryland,2024,12,193.0
TN,Tennessee,ME,Maine,2024,12,20.0
TN,Tennessee,MI,Michigan,2024,12,496.0
TN,Tennessee,MN,Minnesota,2024,12,335.0
TN,Tennessee,MO,Missouri,2024,12,268.0
TN,Tennessee,MS,Mississippi,2024,12,34.0
TN,Tennessee,MT,Montana,2024,12,40.0
TN,Tennessee,NC,North Carolina,2024,12,1346.0
TN,Tennessee,ND,North Dakota,2024,12,29.0
TN,Tennessee,NE,Nebraska,2024,12,57.0
TN,Tennessee,NH,New Hampshire,2024,12,20.0
TN,Tennessee,NJ,New Jersey,2024,12,366.0
TN,Tennessee,NM,New Mexico,2024,12,18.0
TN,Tennessee,NV,Nevada,2024,12,269.0
TN,Tennessee,NY,New York,2024,12,1001.0
TN,Tennessee,OH,Ohio,2024,12,215.0
TN,Tennessee,OK,Oklahoma,2024,12,73.0
TN,Tennessee,OR,Oregon,2024,12,73.0
TN,Tennessee,PA,Pennsylvania,2024,12,595.0
TN,Tennessee,PR,Puerto Rico,2024,12,91.0
TN,Tennessee,RI,Rhode Island,2024,12,17.0
TN,Tennessee,SC,South Carolina,2024,12,202.0
TN,Tennessee,SD,South Dakota,2024,12,28.0
TN,Tennessee,TN,Tennessee,2024,12,155.0
TN,Tennessee,TX,Texas,2024,12,2286.0
TN,Tennessee,UT,Utah,2024,12,170.0
TN,Tennessee,VA,Virginia,2024,12,893.0
TN,Tennessee,WA,Washington,2024,12,198.0
TN,Tennessee,WI,Wisconsin,2024,12,140.0
TN,Tennessee,WV,West Virginia,2024,12,17.0
TN,Tennessee,WY,Wyoming,2024,12,20.0
TT,U.S. Pacific Trust Territories and Possessions,HI,Hawaii,2024,12,67.0
TT,U.S. Pacific Trust Territories and Possessions,IL,Illinois,2024,12,1.0
TT,U.S. Pacific Trust Territories and Possessions,TT,U.S. Pacific Trust Territories and Possessions,2024,12,1906.0
TX,Texas,AK,Alaska,2024,12,72.0
TX,Texas,AL,Alabama,2024,12,1023.0
TX,Texas,AR,Arkansas,2024,12,1167.0
TX,Texas,AZ,Arizona,2024,12,2546.0
TX,Texas,CA,California,2024,12,6198.0
TX,Texas,CO,Colorado,2024,12,3388.0
TX,Texas,CT,Connecticut,2024,12,59.0
TX,Texas,FL,Florida,2024,12,5473.0
TX,Texas,GA,Georgia,2024,12,2410.0
TX,Texas,HI,Hawaii,2024,12,139.0
TX,Texas,IA,Iowa,2024,12,243.0
TX,Texas,ID,Idaho,2024,12,91.0
TX,Texas,IL,Illinois,2024,12,2559.0
TX,Texas,IN,Indiana,2024,12,698.0
TX,Texas,KS,Kansas,2024,12,489.0
TX,Texas,KY,Kentucky,2024,12,1388.0
TX,Texas,LA,Louisiana,2024,12,2303.0
TX,Texas,MA,Massachusetts,2024,12,565.0
TX,Texas,MD,Maryland,2024,12,719.0
TX,Texas,MI,Michigan,2024,12,966.0
TX,Texas,MN,Minnesota,2024,12,807.0
TX,Texas,MO,Missouri,2024,12,1911.0
TX,Texas,MS,Mississippi,2024,12,688.0
TX,Texas,MT,Montana,2024,12,143.0
TX,Texas,NC,North Carolina,2024,12,1556.0
TX,Texas,ND,North Dakota,2024,12,159.0
TX,Texas,NE,Nebraska,2024,12,303.0
TX,Texas,NH,New Hampshire,2024,12,26.0
TX,Texas,NJ,New Jersey,2024,12,895.0
TX,Texas,NM,New Mexico,2024,12,911.0
TX,Texas,NV,Nevada,2024,12,2156.0
TX,Texas,NY,New York,2024,12,1665.0
TX,Texas,OH,Ohio,2024,12,721.0
TX,Texas,OK,Oklahoma,2024,12,1398.0
TX,Texas,OR,Oregon,2024,12,403.0
TX,Texas,PA,Pennsylvania,2024,12,911.0
TX,Texas,PR,Puerto Rico,2024,12,224.0
TX,Texas,SC,South Carolina,2024,12,415.0
TX,Texas,SD,South Dakota,2024,12,179.0
TX,Texas,TN,Tennessee,2024,12,2258.0
TX,Texas,TX,Texas,2024,12,18249.0
TX,Texas,UT,Utah,2024,12,1034.0
TX,Texas,VA,Virginia,2024,12,1393.0
TX,Texas,VI,U.S. Virgin Islands,2024,12,13.0
TX,Texas,WA,Washington,2024,12,985.0
TX,Texas,WI,Wisconsin,2024,12,296.0
TX,Texas,WV,West Virginia,2024,12,4.0
TX,Texas,WY,Wyoming,2024,12,49.0
UT,Utah,AL,Alabama,2024,12,1.0
UT,Utah,AZ,Arizona,2024,12,919.0
UT,Utah,CA,California,2024,12,2307.0
UT,Utah,CO,Colorado,2024,12,829.0
UT,Utah,FL,Florida,2024,12,277.0
UT,Utah,GA,Georgia,2024,12,257.0
UT,Utah,HI,Hawaii,2024,12,119.0
UT,Utah,ID,Idaho,2024,12,609.0
UT,Utah,IL,Illinois,2024,12,315.0
UT,Utah,IN,Indiana,2024,12,49.0
UT,Utah,KY,Kentucky,2024,12,148.0
UT,Utah,LA,Louisiana,2024,12,39.0
UT,Utah,MA,Massachusetts,2024,12,88.0
UT,Utah,MD,Maryland,2024,12,58.0
UT,Utah,ME,Maine,2024,12,1.0
UT,Utah,MI,Michigan,2024,12,127.0
UT,Utah,MN,Minnesota,2024,12,129.0
UT,Utah,MO,Missouri,2024,12,157.0
UT,Utah,MS,Mississippi,2024,12,1.0
UT,Utah,MT,Montana,2024,12,569.0
UT,Utah,NC,North Carolina,2024,12,104.0
UT,Utah,ND,North Dakota,2024,12,1.0
UT,Utah,NE,Nebraska,2024,12,60.0
UT,Utah,NJ,New Jersey,2024,12,95.0
UT,Utah,NM,New Mexico,2024,12,90.0
UT,Utah,NV,Nevada,2024,12,527.0
UT,Utah,NY,New York,2024,12,181.0
UT,Utah,OH,Ohio,2024,12,63.0
UT,Utah,OK,Oklahoma,2024,12,124.0
UT,Utah,OR,Oregon,2024,12,405.0
UT,Utah,PA,Pennsylvania,2024,12,97.0
UT,Utah,RI,Rhode Island,2024,12,1.0
UT,Utah,TN,Tennessee,2024,12,173.0
UT,Utah,TX,Texas,2024,12,1010.0
UT,Utah,UT,Utah,2024,12,325.0
UT,Utah,VA,Virginia,2024,12,88.0
UT,Utah,WA,Washington,2024,12,557.0
UT,Utah,WI,Wisconsin,2024,12,32.0
UT,Utah,WY,Wyoming,2024,12,89.0
VA,Virginia,AL,Alabama,2024,12,349.0
VA,Virginia,AR,Arkansas,2024,12,62.0
VA,Virginia,AZ,Arizona,2024,12,232.0
VA,Virginia,CA,California,2024,12,888.0
VA,Virginia,CO,Colorado,2024,12,493.0
VA,Virginia,CT,Connecticut,2024,12,339.0
VA,Virginia,FL,Florida,2024,12,2837.0
VA,Virginia,GA,Georgia,2024,12,1778.0
VA,Virginia,HI,Hawaii,2024,12,15.0
VA,Virginia,IA,Iowa,2024,12,74.0
VA,Virginia,IL,Illinois,2024,12,1271.0
VA,Virginia,IN,Indiana,2024,12,317.0
VA,Virginia,KS,Kansas,2024,12,16.0
VA,Virginia,KY,Kentucky,2024,12,546.0
VA,Virginia,LA,Louisiana,2024,12,254.0
VA,Virginia,MA,Massachusetts,2024,12,1000.0
VA,Virginia,MD,Maryland,2024,12,188.0
VA,Virginia,ME,Maine,2024,12,274.0
VA,Virginia,MI,Michigan,2024,12,614.0
VA,Virginia,MN,Minnesota,2024,12,390.0
VA,Virginia,MO,Missouri,2024,12,441.0
VA,Virginia,MS,Mississippi,2024,12,15.0
VA,Virginia,MT,Montana,2024,12,2.0
VA,Virginia,NC,North Carolina,2024,12,2412.0
VA,Virginia,NE,Nebraska,2024,12,49.0
VA,Virginia,NH,New Hampshire,2024,12,103.0
VA,Virginia,NJ,New Jersey,2024,12,657.0
VA,Virginia,NV,Nevada,2024,12,135.0
VA,Virginia,NY,New York,2024,12,2270.0
VA,Virginia,OH,Ohio,2024,12,751.0
VA,Virginia,OK,Oklahoma,2024,12,88.0
VA,Virginia,OR,Oregon,2024,12,46.0
VA,Virginia,PA,Pennsylvania,2024,12,1106.0
VA,Virginia,PR,Puerto Rico,2024,12,75.0
VA,Virginia,RI,Rhode Island,2024,12,314.0
VA,Virginia,SC,South Carolina,2024,12,628.0
VA,Virginia,TN,Tennessee,2024,12,865.0
VA,Virginia,TX,Texas,2024,12,1416.0
VA,Virginia,UT,Utah,2024,12,86.0
VA,Virginia,VA,Virginia,2024,12,1259.0
VA,Virginia,VI,U.S. Virgin Islands,2024,12,31.0
VA,Virginia,VT,Vermont,2024,12,223.0
VA,Virginia,WA,Washington,2024,12,198.0
VA,Virginia,WI,Wisconsin,2024,12,175.0
VA,Virginia,WV,West Virginia,2024,12,64.0
VI,U.S. Virgin Islands,FL,Florida,2024,12,239.0
VI,U.S. Virgin Islands,GA,Georgia,2024,12,74.0
VI,U.S. Virgin Islands,IL,Illinois,2024,12,22.0
VI,U.S. Virgin Islands,LA,Louisiana,2024,12,1.0
VI,U.S. Virgin Islands,MA,Massachusetts,2024,12,23.0
VI,U.S. Virgin Islands,MN,Minnesota,2024,12,1.0
VI,U.S. Virgin Islands,NC,North Carolina,2024,12,66.0
VI,U.S. Virgin Islands,NJ,New Jersey,2024,12,30.0
VI,U.S. Virgin Islands,NY,New York,2024,12,47.0
VI,U.S. Virgin Islands,PA,Pennsylvania,2024,12,14.0
VI,U.S. Virgin Islands,PR,Puerto Rico,2024,12,648.0
VI,U.S. Virgin Islands,TX,Texas,2024,12,12.0
VI,U.S. Virgin Islands,VA,Virginia,2024,12,31.0
VI,U.S. Virgin Islands,VI,U.S. Virgin Islands,2024,12,1808.0
VT,Vermont,CT,Connecticut,2024,12,1.0
VT,Vermont,DE,Delaware,2024,12,1.0
VT,Vermont,FL,Florida,2024,12,38.0
VT,Vermont,GA,Georgia,2024,12,31.0
VT,Vermont,IL,Illinois,2024,12,74.0
VT,Vermont,MA,Massachusetts,2024,12,89.0
VT,Vermont,ME,Maine,2024,12,1.0
VT,Vermont,MI,Michigan,2024,12,63.0
VT,Vermont,NC,North Carolina,2024,12,44.0
VT,Vermont,NJ,New Jersey,2024,12,78.0
VT,Vermont,NY,New York,2024,12,153.0
VT,Vermont,PA,Pennsylvania,2024,12,83.0
VT,Vermont,RI,Rhode Island,2024,12,3.0
VT,Vermont,VA,Virginia,2024,12,224.0
WA,Washington,AK,Alaska,2024,12,1038.0
WA,Washington,AZ,Arizona,2024,12,989.0
WA,Washington,CA,California,2024,12,4387.0
WA,Washington,CO,Colorado,2024,12,732.0
WA,Washington,FL,Florida,2024,12,444.0
WA,Washington,GA,Georgia,2024,12,314.0
WA,Washington,HI,Hawaii,2024,12,640.0
WA,Washington,ID,Idaho,2024,12,668.0
WA,Washington,IL,Illinois,2024,12,462.0
WA,Washington,IN,Indiana,2024,12,46.0
WA,Washington,KS,Kansas,2024,12,27.0
WA,Washington,KY,Kentucky,2024,12,211.0
WA,Washington,LA,Louisiana,2024,12,55.0
WA,Washington,MA,Massachusetts,2024,12,184.0
WA,Washington,MD,Maryland,2024,12,54.0
WA,Washington,MI,Michigan,2024,12,155.0
WA,Washington,MN,Minnesota,2024,12,347.0
WA,Washington,MO,Missouri,2024,12,142.0
WA,Washington,MT,Montana,2024,12,389.0
WA,Washington,NC,North Carolina,2024,12,165.0
WA,Washington,NE,Nebraska,2024,12,26.0
WA,Washington,NH,New Hampshire,2024,12,1.0
WA,Washington,NJ,New Jersey,2024,12,143.0
WA,Washington,NM,New Mexico,2024,12,54.0
WA,Washington,NV,Nevada,2024,12,823.0
WA,Washington,NY,New York,2024,12,238.0
WA,Washington,OH,Ohio,2024,12,81.0
WA,Washington,OK,Oklahoma,2024,12,27.0
WA,Washington,OR,Oregon,2024,12,1304.0
WA,Washington,PA,Pennsylvania,2024,12,112.0
WA,Washington,SC,South Carolina,2024,12,32.0
WA,Washington,TN,Tennessee,2024,12,185.0
WA,Washington,TX,Texas,2024,12,937.0
WA,Washington,UT,Utah,2024,12,556.0
WA,Washington,VA,Virginia,2024,12,199.0
WA,Washington,WA,Washington,2024,12,3334.0
WA,Washington,WI,Wisconsin,2024,12,31.0
WA,Washington,WY,Wyoming,2024,12,8.0
WI,Wisconsin,AL,Alabama,2024,12,1.0
WI,Wisconsin,AZ,Arizona,2024,12,235.0
WI,Wisconsin,CO,Colorado,2024,12,277.0
WI,Wisconsin,FL,Florida,2024,12,395.0
WI,Wisconsin,GA,Georgia,2024,12,345.0
WI,Wisconsin,IA,Iowa,2024,12,4.0
WI,Wisconsin,IL,Illinois,2024,12,1285.0
WI,Wisconsin,IN,Indiana,2024,12,9.0
WI,Wisconsin,KS,Kansas,2024,12,1.0
WI,Wisconsin,KY,Kentucky,2024,12,50.0
WI,Wisconsin,LA,Louisiana,2024,12,1.0
WI,Wisconsin,MA,Massachusetts,2024,12,48.0
WI,Wisconsin,MD,Maryland,2024,12,73.0
WI,Wisconsin,MI,Michigan,2024,12,508.0
WI,Wisconsin,MN,Minnesota,2024,12,542.0
WI,Wisconsin,MO,Missouri,2024,12,87.0
WI,Wisconsin,MS,Mississippi,2024,12,6.0
WI,Wisconsin,NC,North Carolina,2024,12,196.0
WI,Wisconsin,ND,North Dakota,2024,12,1.0
WI,Wisconsin,NE,Nebraska,2024,12,2.0
WI,Wisconsin,NJ,New Jersey,2024,12,89.0
WI,Wisconsin,NV,Nevada,2024,12,90.0
WI,Wisconsin,NY,New York,2024,12,195.0
WI,Wisconsin,OH,Ohio,2024,12,4.0
WI,Wisconsin,OK,Oklahoma,2024,12,5.0
WI,Wisconsin,PA,Pennsylvania,2024,12,96.0
WI,Wisconsin,RI,Rhode Island,2024,12,1.0
WI,Wisconsin,TN,Tennessee,2024,12,121.0
WI,Wisconsin,TX,Texas,2024,12,294.0
WI,Wisconsin,UT,Utah,2024,12,33.0
WI,Wisconsin,VA,Virginia,2024,12,173.0
WI,Wisconsin,WA,Washington,2024,12,31.0
WI,Wisconsin,WI,Wisconsin,2024,12,135.0
WV,West Virginia,CT,Connecticut,2024,12,1.0
WV,West Virginia,FL,Florida,2024,12,47.0
WV,West Virginia,GA,Georgia,2024,12,96.0
WV,West Virginia,IL,Illinois,2024,12,93.0
WV,West Virginia,KY,Kentucky,2024,12,3.0
WV,West Virginia,LA,Louisiana,2024,12,1.0
WV,West Virginia,MN,Minnesota,2024,12,1.0
WV,West Virginia,NC,North Carolina,2024,12,333.0
WV,West Virginia,NJ,New Jersey,2024,12,11.0
WV,West Virginia,OH,Ohio,2024,12,11.0
WV,West Virginia,PA,Pennsylvania,2024,12,17.0
WV,West Virginia,TN,Tennessee,2024,12,8.0
WV,West Virginia,TX,Texas,2024,12,4.0
WV,West Virginia,VA,Virginia,2024,12,67.0
WV,West Virginia,WV,West Virginia,2024,12,114.0
WY,Wyoming,CA,California,2024,12,60.0
WY,Wyoming,CO,Colorado,2024,12,782.0
WY,Wyoming,GA,Georgia,2024,12,11.0
WY,Wyoming,ID,Idaho,2024,12,4.0
WY,Wyoming,IL,Illinois,2024,12,31.0
WY,Wyoming,MN,Minnesota,2024,12,11.0
WY,Wyoming,NE,Nebraska,2024,12,27.0
WY,Wyoming,NJ,New Jersey,2024,12,24.0
WY,Wyoming,TN,Tennessee,2024,12,20.0
WY,Wyoming,TX,Texas,2024,12,51.0
WY,Wyoming,UT,Utah,2024,12,85.0
WY,Wyoming,WA,Washington,2024,12,9.0
WY,Wyoming,WY,Wyoming,2024,12,56.0
AK,Alaska,AK,Alaska,2025,1,24898.0
AK,Alaska,AL,Alabama,2025,1,4.0
AK,Alaska,AZ,Arizona,2025,1,32.0
AK,Alaska,CA,California,2025,1,194.0
AK,Alaska,CO,Colorado,2025,1,31.0
AK,Alaska,FL,Florida,2025,1,175.0
AK,Alaska,GA,Georgia,2025,1,36.0
AK,Alaska,HI,Hawaii,2025,1,71.0
AK,Alaska,IL,Illinois,2025,1,674.0
AK,Alaska,IN,Indiana,2025,1,41.0
AK,Alaska,KS,Kansas,2025,1,2.0
AK,Alaska,KY,Kentucky,2025,1,281.0
AK,Alaska,MN,Minnesota,2025,1,19.0
AK,Alaska,NJ,New Jersey,2025,1,24.0
AK,Alaska,NV,Nevada,2025,1,2.0
AK,Alaska,NY,New York,2025,1,264.0
AK,Alaska,OH,Ohio,2025,1,4.0
AK,Alaska,OR,Oregon,2025,1,90.0
AK,Alaska,SC,South Carolina,2025,1,11.0
AK,Alaska,TN,Tennessee,2025,1,112.0
AK,Alaska,TT,U.S. Pacific Trust Territories and Possessions,2025,1,4.0
AK,Alaska,TX,Texas,2025,1,136.0
AK,Alaska,WA,Washington,2025,1,972.0
AL,Alabama,AL,Alabama,2025,1,5.0
AL,Alabama,AZ,Arizona,2025,1,10.0
AL,Alabama,CO,Colorado,2025,1,152.0
AL,Alabama,FL,Florida,2025,1,225.0
AL,Alabama,GA,Georgia,2025,1,748.0
AL,Alabama,IL,Illinois,2025,1,210.0
AL,Alabama,KY,Kentucky,2025,1,38.0
AL,Alabama,LA,Louisiana,2025,1,21.0
AL,Alabama,MD,Maryland,2025,1,26.0
AL,Alabama,MI,Michigan,2025,1,49.0
AL,Alabama,MS,Mississippi,2025,1,1.0
AL,Alabama,NC,North Carolina,2025,1,510.0
AL,Alabama,NE,Nebraska,2025,1,1.0
AL,Alabama,NV,Nevada,2025,1,39.0
AL,Alabama,NY,New York,2025,1,76.0
AL,Alabama,PA,Pennsylvania,2025,1,26.0
AL,Alabama,SC,South Carolina,2025,1,1.0
AL,Alabama,TN,Tennessee,2025,1,105.0
AL,Alabama,TX,Texas,2025,1,898.0
AL,Alabama,VA,Virginia,2025,1,310.0
AR,Arkansas,AR,Arkansas,2025,1,27.0
AR,Arkansas,AZ,Arizona,2025,1,63.0
AR,Arkansas,CA,California,2025,1,33.0
AR,Arkansas,CO,Colorado,2025,1,210.0
AR,Arkansas,FL,Florida,2025,1,56.0
AR,Arkansas,GA,Georgia,2025,1,336.0
AR,Arkansas,IL,Illinois,2025,1,298.0
AR,Arkansas,KY,Kentucky,2025,1,20.0
AR,Arkansas,LA,Louisiana,2025,1,8.0
AR,Arkansas,MA,Massachusetts,2025,1,1.0
AR,Arkansas,MI,Michigan,2025,1,26.0
AR,Arkansas,MN,Minnesota,2025,1,26.0
AR,Arkansas,MO,Missouri,2025,1,80.0
AR,Arkansas,MS,Mississippi,2025,1,3.0
AR,Arkansas,NC,North Carolina,2025,1,253.0
AR,Arkansas,NJ,New Jersey,2025,1,1.0
AR,Arkansas,NV,Nevada,2025,1,37.0
AR,Arkansas,NY,New York,2025,1,128.0
AR,Arkansas,OH,Ohio,2025,1,1.0
AR,Arkansas,PA,Pennsylvania,2025,1,18.0
AR,Arkansas,TN,Tennessee,2025,1,49.0
AR,Arkansas,TX,Texas,2025,1,1051.0
AR,Arkansas,VA,Virginia,2025,1,56.0
AZ,Arizona,AK,Alaska,2025,1,31.0
AZ,Arizona,AL,Alabama,2025,1,10.0
AZ,Arizona,AR,Arkansas,2025,1,64.0
AZ,Arizona,AZ,Arizona,2025,1,1705.0
AZ,Arizona,CA,California,2025,1,4619.0
AZ,Arizona,CO,Colorado,2025,1,1486.0
AZ,Arizona,CT,Connecticut,2025,1,13.0
AZ,Arizona,FL,Florida,2025,1,460.0
AZ,Arizona,GA,Georgia,2025,1,331.0
AZ,Arizona,HI,Hawaii,2025,1,231.0
AZ,Arizona,IA,Iowa,2025,1,202.0
AZ,Arizona,ID,Idaho,2025,1,240.0
AZ,Arizona,IL,Illinois,2025,1,880.0
AZ,Arizona,IN,Indiana,2025,1,162.0
AZ,Arizona,KS,Kansas,2025,1,67.0
AZ,Arizona,KY,Kentucky,2025,1,199.0
AZ,Arizona,LA,Louisiana,2025,1,72.0
